序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","風速 WIND_SPEED (m/sec)","溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
1401,桃園市,2015/01/25,桃園,4.4,0.79,20.9,68.0,42,40,6.89,33.22,0.92,17.77,72.41
1402,桃園市,2015/01/25,中壢,5.2,0.97,17.2,87.0,36,53,17.17,35.77,0.96,17.63,69.5
1403,桃園市,2015/01/25,大園,4.7,0.48,27.4,66.0,35,28,3.39,24.55,2.77,17.29,76.04
1404,桃園市,2015/01/25,龍潭,4.1,0.59,32.2,80.0,43,27,3.66,23.64,1.61,17.68,67.73
1405,桃園市,2015/01/25,平鎮,3.8,0.51,23.8,83.0,40,29,3.3,25.4,1.44,17.54,74.32
1406,桃園市,2015/01/25,觀音,5.8,0.43,30.5,70.0,39,22,2.05,19.83,1.88,17.4,73.43
1407,桃園市,2015/01/24,桃園,6.2,0.8,32.4,83.0,51,34,5.7,28.62,1.43,15.82,68.29
1408,桃園市,2015/01/24,中壢,5.4,1.68,18.7,103.0,46,85,39.4,45.94,1.3,15.78,59.83
1409,桃園市,2015/01/24,大園,6.1,0.67,32.6,86.0,49,32,4.58,27.47,2.4,15.66,67.84
1410,桃園市,2015/01/24,龍潭,2.3,0.57,32.5,70.0,33,28,4.49,23.97,1.37,15.22,60.2
1411,桃園市,2015/01/24,平鎮,4.4,0.71,28.7,85.0,43,34,4.34,29.89,1.7,15.84,62.34
1412,桃園市,2015/01/24,觀音,5.5,0.62,35.2,86.0,45,29,2.99,26.34,1.96,15.66,67.66
1413,桃園市,2015/01/23,桃園,5.3,0.67,38.3,69.0,47,25,3.01,21.74,2.18,14.16,63.54
1414,桃園市,2015/01/23,中壢,6.8,1.44,24.0,101.0,43,67,26.27,40.6,1.3,15.05,55.03
1415,桃園市,2015/01/23,大園,5.4,0.58,35.0,82.0,44,32,4.76,27.33,4.19,14.76,56.16
1416,桃園市,2015/01/23,龍潭,3.5,0.64,36.6,82.0,47,26,3.73,22.16,1.89,13.78,61.76
1417,桃園市,2015/01/23,平鎮,6.3,0.66,36.6,91.0,46,25,1.7,23.5,2.49,15.09,58.32
1418,桃園市,2015/01/23,觀音,8.4,0.62,33.7,93.0,49,30,1.87,28.19,3.7,14.46,59.88
1419,桃園市,2015/01/22,桃園,7.6,0.85,30.5,100.0,58,35,6.62,28.28,1.13,13.19,72.58
1420,桃園市,2015/01/22,中壢,8.0,1.48,23.9,120.0,57,74,30.55,43.55,1.17,14.4,61.18
1421,桃園市,2015/01/22,大園,9.0,0.72,31.0,112.0,53,48,12.28,35.64,3.62,14.08,65.13
1422,桃園市,2015/01/22,龍潭,4.1,0.64,40.6,95.0,50,25,5.17,20.31,1.74,13.72,64.19
1423,桃園市,2015/01/22,平鎮,6.6,0.68,34.6,106.0,49,32,4.54,27.31,2.24,14.52,64.33
1424,桃園市,2015/01/22,觀音,7.7,0.63,38.7,113.0,50,30,3.76,25.81,2.97,14.41,62.83
1425,桃園市,2015/01/21,桃園,3.1,0.64,25.2,67.0,33,27,4.23,23.24,1.05,15.83,84.88
1426,桃園市,2015/01/21,中壢,4.2,1.05,17.8,97.0,29,54,17.25,36.37,0.98,17.09,77.63
1427,桃園市,2015/01/21,大園,3.7,0.44,30.9,77.0,31,28,4.19,23.87,3.27,16.45,82.07
1428,桃園市,2015/01/21,龍潭,2.6,0.57,28.3,83.0,37,27,4.37,22.59,1.74,15.9,83.84
1429,桃園市,2015/01/21,平鎮,3.2,0.5,25.8,83.0,33,27,3.3,23.72,1.9,16.35,82.98
1430,桃園市,2015/01/21,觀音,3.2,0.37,37.8,83.0,27,15,0.71,13.83,2.53,16.58,79.27
1431,桃園市,2015/01/20,桃園,3.3,0.59,38.5,71.0,35,19,2.12,17.3,2.62,17.49,69.15
1432,桃園市,2015/01/20,中壢,4.9,1.44,25.7,93.0,33,60,25.49,34.03,1.37,17.93,61.11
1433,桃園市,2015/01/20,大園,3.7,0.49,35.3,80.0,34,27,3.88,23.17,4.38,18.33,57.01
1434,桃園市,2015/01/20,龍潭,2.5,0.55,37.6,78.0,36,22,2.81,18.98,1.96,17.23,67.04
1435,桃園市,2015/01/20,平鎮,4.2,0.58,36.2,82.0,33,19,1.41,18.02,2.77,18.04,64.94
1436,桃園市,2015/01/20,觀音,6.8,0.42,35.8,88.0,33,23,1.62,20.91,3.83,18.3,60.98
1437,桃園市,2015/01/19,桃園,3.6,0.47,43.6,76.0,36,16,2.15,13.95,3.04,14.76,65.74
1438,桃園市,2015/01/19,中壢,4.5,0.76,35.1,81.0,29,34,9.4,24.26,2.18,15.12,58.33
1439,桃園市,2015/01/19,大園,5.0,0.37,45.8,79.0,36,19,3.52,15.44,8.22,15.68,53.96
1440,桃園市,2015/01/19,龍潭,2.3,0.36,50.2,79.0,32,11,1.57,9.03,7.41,14.8,63.66
1441,桃園市,2015/01/19,平鎮,3.1,0.49,41.3,85.0,36,16,1.36,14.71,5.01,15.6,60.72
1442,桃園市,2015/01/19,觀音,5.9,0.35,47.4,88.0,33,12,1.2,11.26,7.59,16.1,54.39
1443,桃園市,2015/01/18,桃園,2.7,0.42,34.6,43.0,21,12,1.99,9.86,2.21,15.73,70.27
1444,桃園市,2015/01/18,中壢,3.4,0.67,24.9,59.0,21,33,10.43,22.21,1.71,15.74,64.8
1445,桃園市,2015/01/18,大園,2.7,0.29,37.1,42.0,18,13,2.35,10.48,6.75,15.94,62.59
1446,桃園市,2015/01/18,龍潭,1.9,0.4,37.1,53.0,26,11,1.48,9.78,4.47,15.41,69.65
1447,桃園市,2015/01/18,平鎮,1.9,0.38,31.7,56.0,20,13,1.1,11.99,3.85,15.81,69.08
1448,桃園市,2015/01/18,觀音,3.3,0.28,36.2,57.0,25,10,0.73,9.49,5.7,16.28,63.27
1449,桃園市,2015/01/17,桃園,4.2,0.56,37.4,94.0,61,16,2.17,13.61,2.66,14.27,66.21
1450,桃園市,2015/01/17,中壢,5.7,0.85,29.0,112.0,53,35,11.53,23.56,2.02,14.58,59.12
1451,桃園市,2015/01/17,大園,5.4,0.48,39.0,105.0,56,20,3.87,15.88,7.79,15.01,55.88
1452,桃園市,2015/01/17,龍潭,3.1,0.48,44.4,97.0,58,11,1.38,9.73,6.78,14.09,65.03
1453,桃園市,2015/01/17,平鎮,4.8,0.56,35.2,106.0,58,16,1.24,15.0,4.27,14.8,62.54
1454,桃園市,2015/01/17,觀音,7.0,0.44,37.0,118.0,52,15,0.76,14.6,7.07,15.37,55.64
1455,桃園市,2015/01/16,桃園,3.0,0.41,31.6,39.0,20,18,2.65,15.48,1.66,16.3,75.01
1456,桃園市,2015/01/16,中壢,3.0,0.81,21.8,64.0,18,47,18.27,29.18,1.46,16.44,69.68
1457,桃園市,2015/01/16,大園,4.5,0.27,36.3,47.0,19,19,4.73,14.53,6.28,16.3,70.8
1458,桃園市,2015/01/16,龍潭,2.4,0.42,31.4,48.0,22,21,4.61,16.7,2.65,15.85,75.59
1459,桃園市,2015/01/16,平鎮,3.6,0.41,28.1,58.0,19,23,4.3,18.33,3.17,16.2,75.02
1460,桃園市,2015/01/16,觀音,5.2,0.25,40.4,55.0,17,10,1.05,8.63,5.12,16.69,70.26
1461,桃園市,2015/01/15,桃園,2.0,0.42,22.7,32.0,16,22,3.69,17.9,1.77,14.42,75.89
1462,桃園市,2015/01/15,中壢,-,0.74,16.7,55.0,12,42,14.95,26.73,1.66,15.0,67.98
1463,桃園市,2015/01/15,大園,3.1,0.29,27.8,45.0,16,24,6.82,17.44,6.45,15.47,65.6
1464,桃園市,2015/01/15,龍潭,2.2,0.33,28.6,42.0,17,18,3.71,14.24,4.98,14.64,73.22
1465,桃園市,2015/01/15,平鎮,3.7,0.42,20.9,46.0,14,22,3.08,18.96,3.67,15.02,72.38
1466,桃園市,2015/01/15,觀音,8.2,0.25,30.0,53.0,16,13,1.66,11.75,6.32,15.81,65.86
1467,桃園市,2015/01/14,桃園,1.9,0.39,26.2,16.0,8,20,2.73,16.95,1.11,14.88,85.34
1468,桃園市,2015/01/14,中壢,2.8,0.72,18.0,35.0,6,42,14.51,27.02,1.27,16.09,80.45
1469,桃園市,2015/01/14,大園,3.1,0.29,30.1,27.0,10,22,4.18,17.46,4.94,15.5,79.21
1470,桃園市,2015/01/14,龍潭,-,0.38,28.6,25.0,10,17,1.49,15.29,3.01,14.64,85.45
1471,桃園市,2015/01/14,平鎮,2.1,0.36,24.1,29.0,6,19,1.78,17.6,2.47,15.06,84.72
1472,桃園市,2015/01/14,觀音,4.4,0.27,33.9,30.0,6,10,1.23,8.95,4.15,15.78,76.27
1473,桃園市,2015/01/13,桃園,1.5,0.38,41.6,34.0,15,14,1.48,12.84,2.59,19.97,71.53
1474,桃園市,2015/01/13,中壢,4.4,1.2,32.3,62.0,20,57,23.61,33.4,1.56,19.85,64.38
1475,桃園市,2015/01/13,大園,3.7,0.33,46.1,46.0,19,17,2.12,14.55,4.69,19.86,63.62
1476,桃園市,2015/01/13,龍潭,3.0,0.44,49.4,52.0,21,17,1.91,15.25,2.36,19.38,67.64
1477,桃園市,2015/01/13,平鎮,3.5,0.41,42.2,58.0,20,17,1.26,15.91,2.85,19.86,68.08
1478,桃園市,2015/01/13,觀音,3.6,0.3,45.4,46.0,15,11,1.01,9.71,4.18,19.96,64.64
1479,桃園市,2015/01/12,桃園,2.8,0.36,50.0,44.0,24,10,1.42,8.83,4.12,16.55,72.28
1480,桃園市,2015/01/12,中壢,3.9,0.78,40.6,64.0,21,32,10.52,21.06,2.58,17.01,64.56
1481,桃園市,2015/01/12,大園,3.1,0.31,49.1,58.0,24,14,2.16,12.28,8.16,17.75,57.05
1482,桃園市,2015/01/12,龍潭,1.7,0.35,53.7,47.0,21,9,2.1,7.0,6.85,16.74,69.48
1483,桃園市,2015/01/12,平鎮,3.2,0.39,46.9,54.0,22,10,0.79,9.2,5.41,17.25,68.12
1484,桃園市,2015/01/12,觀音,4.9,0.32,48.6,64.0,25,13,0.92,11.98,8.61,18.19,56.52
1485,桃園市,2015/01/11,桃園,3.4,0.37,51.5,60.0,30,8,1.36,6.73,3.68,16.25,68.99
1486,桃園市,2015/01/11,中壢,4.3,0.84,36.0,74.0,27,36,12.54,23.2,2.04,16.56,62.0
1487,桃園市,2015/01/11,大園,4.4,0.38,51.0,63.0,31,12,1.13,10.97,6.96,17.42,53.98
1488,桃園市,2015/01/11,龍潭,2.3,0.36,51.4,54.0,30,7,1.6,5.8,5.75,15.99,68.86
1489,桃園市,2015/01/11,平鎮,4.1,0.4,45.5,73.0,29,10,0.77,9.48,4.35,16.81,65.63
1490,桃園市,2015/01/11,觀音,6.0,0.37,59.7,70.0,32,15,1.1,14.35,6.86,17.76,54.15
1491,桃園市,2015/01/10,桃園,3.3,0.33,36.9,39.0,15,13,1.72,11.19,2.61,15.69,67.18
1492,桃園市,2015/01/10,中壢,4.3,0.81,24.8,49.0,15,40,14.52,25.24,1.65,15.98,59.45
1493,桃園市,2015/01/10,大園,3.6,0.25,37.5,44.0,19,16,2.44,13.63,5.47,16.54,55.17
1494,桃園市,2015/01/10,龍潭,1.5,0.26,41.8,41.0,17,8,1.42,6.5,5.47,15.7,63.92
1495,桃園市,2015/01/10,平鎮,3.8,0.33,34.0,52.0,17,14,1.61,12.4,3.65,16.18,63.12
1496,桃園市,2015/01/10,觀音,6.4,0.24,32.5,69.0,17,19,1.51,17.3,5.45,16.86,56.94
1497,桃園市,2015/01/09,桃園,2.7,0.44,31.1,46.0,21,19,3.02,15.78,2.34,14.64,67.59
1498,桃園市,2015/01/09,中壢,3.8,0.74,21.4,65.0,20,42,13.36,28.33,1.9,14.75,60.61
1499,桃園市,2015/01/09,大園,3.9,0.29,37.3,52.0,21,20,5.06,14.71,7.54,15.42,58.76
1500,桃園市,2015/01/09,龍潭,2.1,0.32,35.5,49.0,24,14,1.55,12.06,5.16,14.36,65.56
1501,桃園市,2015/01/09,平鎮,3.0,0.45,26.6,56.0,22,22,2.3,19.41,3.8,14.86,64.59
1502,桃園市,2015/01/09,觀音,7.4,0.25,38.6,64.0,23,12,1.11,10.51,7.05,15.55,60.78
1503,桃園市,2015/01/08,桃園,3.6,0.47,29.8,72.0,40,16,2.55,13.34,2.06,12.34,67.16
1504,桃園市,2015/01/08,中壢,4.8,0.76,22.8,92.0,36,35,12.02,23.22,2.1,12.5,60.46
1505,桃園市,2015/01/08,大園,4.2,0.39,32.6,74.0,36,20,5.34,15.03,7.87,12.95,58.44
1506,桃園市,2015/01/08,龍潭,3.8,0.42,33.7,79.0,37,13,2.71,10.47,5.95,12.22,66.61
1507,桃園市,2015/01/08,平鎮,4.3,0.47,27.6,89.0,38,17,1.94,15.46,4.43,12.66,64.53
1508,桃園市,2015/01/08,觀音,6.6,0.32,33.4,81.0,35,11,1.53,9.59,7.02,13.23,57.5
1509,桃園市,2015/01/07,桃園,1.1,0.48,31.4,26.0,12,14,1.24,12.88,1.37,13.95,83.86
1510,桃園市,2015/01/07,中壢,2.7,0.74,21.7,47.0,14,37,12.53,24.31,2.17,14.76,79.19
1511,桃園市,2015/01/07,大園,1.2,0.39,37.0,32.0,17,15,3.7,10.81,9.06,14.57,84.97
1512,桃園市,2015/01/07,龍潭,2.0,0.51,31.6,36.0,16,15,2.16,13.3,3.96,14.01,85.75
1513,桃園市,2015/01/07,平鎮,1.8,0.49,28.0,44.0,14,17,2.0,15.2,4.86,14.04,84.67
1514,桃園市,2015/01/07,觀音,3.7,0.36,37.0,44.0,19,8,0.43,7.22,7.73,14.6,77.4
1515,桃園市,2015/01/06,桃園,6.6,1.01,23.6,56.0,36,46,18.78,27.45,1.63,18.91,79.87
1516,桃園市,2015/01/06,中壢,4.9,1.37,16.7,69.0,27,64,31.03,33.14,1.4,19.69,69.03
1517,桃園市,2015/01/06,大園,6.4,0.63,23.9,71.0,40,47,17.39,29.16,5.18,19.23,79.14
1518,桃園市,2015/01/06,龍潭,2.9,0.53,30.5,61.0,27,23,4.76,18.48,2.79,19.56,71.75
1519,桃園市,2015/01/06,平鎮,5.5,0.59,22.9,70.0,29,31,8.01,22.87,2.58,19.7,73.18
1520,桃園市,2015/01/06,觀音,7.6,0.61,25.6,89.0,42,38,12.14,26.03,3.97,19.01,79.44
1521,桃園市,2015/01/05,桃園,9.4,1.36,8.5,79.0,46,73,30.48,42.99,0.85,17.07,82.48
1522,桃園市,2015/01/05,中壢,6.5,2.24,9.0,102.0,45,112,66.76,45.39,0.99,18.27,69.68
1523,桃園市,2015/01/05,大園,7.3,0.74,13.3,70.0,40,58,20.79,37.28,2.08,17.76,85.15
1524,桃園市,2015/01/05,龍潭,3.2,0.84,18.3,73.0,42,48,18.45,30.03,1.24,18.31,69.72
1525,桃園市,2015/01/05,平鎮,5.8,0.97,13.1,92.0,49,59,23.02,36.09,1.43,18.16,74.51
1526,桃園市,2015/01/05,觀音,6.4,0.56,18.6,87.0,43,35,8.64,25.92,1.54,17.38,81.69
1527,桃園市,2015/01/04,桃園,6.3,0.86,18.5,63.0,40,42,10.69,31.2,0.83,15.6,79.05
1528,桃園市,2015/01/04,中壢,4.1,1.29,18.4,89.0,42,63,26.83,36.21,1.02,16.78,69.7
1529,桃園市,2015/01/04,大園,5.9,0.57,25.5,63.0,35,35,6.71,27.85,2.33,16.5,82.07
1530,桃園市,2015/01/04,龍潭,2.7,0.64,30.3,74.0,46,26,4.59,20.99,1.38,16.67,72.3
1531,桃園市,2015/01/04,平鎮,3.3,0.66,25.5,78.0,40,29,4.84,23.73,1.48,16.73,74.37
1532,桃園市,2015/01/04,觀音,6.1,0.48,31.2,83.0,40,23,2.47,20.33,1.68,16.37,75.74
1533,桃園市,2015/01/03,桃園,3.5,0.41,29.6,34.0,13,20,3.48,16.15,2.09,15.42,66.91
1534,桃園市,2015/01/03,中壢,4.3,1.31,19.8,55.0,15,66,34.86,31.11,1.23,16.18,57.95
1535,桃園市,2015/01/03,大園,3.4,0.38,29.8,43.0,18,24,3.88,20.58,3.13,16.88,57.97
1536,桃園市,2015/01/03,龍潭,1.8,0.54,30.2,53.0,25,28,8.7,19.71,1.6,15.35,65.9
1537,桃園市,2015/01/03,平鎮,3.3,0.49,29.2,51.0,16,22,4.76,17.43,2.23,16.22,61.66
1538,桃園市,2015/01/03,觀音,6.4,0.34,28.5,49.0,15,22,3.49,18.63,3.27,16.41,58.59
1539,桃園市,2015/01/02,桃園,3.4,0.32,33.8,44.0,15,13,2.13,11.01,2.78,13.13,64.96
1540,桃園市,2015/01/02,中壢,2.7,0.55,26.2,56.0,11,31,10.22,20.6,1.93,13.4,57.36
1541,桃園市,2015/01/02,大園,3.0,0.23,38.0,43.0,16,13,2.72,10.4,6.63,14.39,56.59
1542,桃園市,2015/01/02,龍潭,1.6,0.28,36.5,45.0,19,11,3.04,8.22,5.31,12.95,63.47
1543,桃園市,2015/01/02,平鎮,1.8,0.32,31.9,51.0,13,12,1.21,11.0,4.14,13.56,61.01
1544,桃園市,2015/01/02,觀音,5.0,0.24,32.5,59.0,16,14,1.59,12.71,6.27,14.25,54.38
1545,桃園市,2015/01/01,桃園,4.8,0.5,36.2,88.0,43,14,2.12,11.89,2.55,12.91,63.55
1546,桃園市,2015/01/01,中壢,5.8,0.81,27.2,106.0,36,35,11.8,23.15,1.89,13.21,55.85
1547,桃園市,2015/01/01,大園,5.6,0.44,38.1,91.0,34,18,3.25,14.32,8.37,13.67,58.52
1548,桃園市,2015/01/01,龍潭,4.6,0.44,40.6,95.0,42,13,2.61,10.06,7.11,12.62,62.65
1549,桃園市,2015/01/01,平鎮,4.9,0.48,34.5,108.0,37,14,1.37,13.09,4.44,13.36,59.24
1550,桃園市,2015/01/01,觀音,6.9,0.38,36.4,104.0,35,12,1.66,10.64,7.38,13.64,54.42
1551,新竹縣,2015/01/31,竹東,1.6,0.45,33.2,22.0,10,10,1.24,8.56,3.67,14.48,77.02
1552,新竹縣,2015/01/31,湖口,2.1,0.44,34.2,38.0,19,8,1.32,6.7,6.62,13.98,76.71
1553,新竹縣,2015/01/30,竹東,1.7,0.26,26.1,30.0,11,13,1.61,11.86,3.34,15.86,86.37
1554,新竹縣,2015/01/30,湖口,1.4,0.21,32.3,28.0,6,8,2.74,5.45,6.4,15.12,80.9
1555,新竹縣,2015/01/29,竹東,2.3,0.31,28.0,32.0,13,17,1.62,15.76,1.46,18.01,80.95
1556,新竹縣,2015/01/29,湖口,2.7,0.2,35.0,30.0,7,9,0.93,7.71,4.02,17.53,79.21
1557,新竹縣,2015/01/28,竹東,0.6,0.32,36.1,18.0,6,10,1.55,8.08,3.63,16.16,76.5
1558,新竹縣,2015/01/28,湖口,2.0,0.32,35.2,31.0,11,10,1.64,7.85,7.2,15.96,75.86
1559,新竹縣,2015/01/27,竹東,1.1,0.4,40.9,30.0,17,11,2.08,9.1,2.96,17.98,84.34
1560,新竹縣,2015/01/27,湖口,1.7,0.43,43.7,51.0,25,11,0.79,10.48,5.88,17.16,84.48
1561,新竹縣,2015/01/26,竹東,3.6,0.56,16.7,70.0,44,31,5.42,25.32,1.11,18.29,80.71
1562,新竹縣,2015/01/26,湖口,3.8,0.37,30.3,55.0,30,22,4.33,17.77,2.54,18.7,76.18
1563,新竹縣,2015/01/25,竹東,3.2,0.62,29.2,71.0,41,29,3.86,25.05,1.3,18.39,64.37
1564,新竹縣,2015/01/25,湖口,4.1,0.45,29.8,67.0,37,25,3.94,20.79,2.07,18.48,68.74
1565,新竹縣,2015/01/24,竹東,2.5,0.54,36.0,52.0,28,23,3.45,19.05,1.86,15.66,50.91
1566,新竹縣,2015/01/24,湖口,3.4,0.52,30.9,67.0,36,34,8.15,25.83,1.59,15.44,60.6
1567,新竹縣,2015/01/23,竹東,4.0,0.56,30.4,50.0,26,24,2.3,21.97,1.97,14.04,47.87
1568,新竹縣,2015/01/23,湖口,6.2,0.58,39.9,82.0,43,22,3.0,19.15,3.66,15.53,56.89
1569,新竹縣,2015/01/22,竹東,2.4,0.57,40.7,80.0,41,20,2.37,17.83,2.02,14.36,58.63
1570,新竹縣,2015/01/22,湖口,6.9,0.57,46.2,99.0,49,19,1.72,17.71,3.2,15.64,57.99
1571,新竹縣,2015/01/21,竹東,1.8,0.49,26.4,71.0,37,20,2.31,17.69,1.43,17.05,84.12
1572,新竹縣,2015/01/21,湖口,3.8,0.41,32.4,78.0,32,20,2.4,17.71,2.72,17.37,77.38
1573,新竹縣,2015/01/20,竹東,3.7,0.59,33.8,68.0,39,20,2.53,17.86,1.32,17.0,69.88
1574,新竹縣,2015/01/20,湖口,4.1,0.54,39.3,77.0,35,19,1.91,17.35,3.12,19.16,59.99
1575,新竹縣,2015/01/19,竹東,2.6,0.37,47.6,64.0,32,10,0.49,9.24,4.31,15.51,59.76
1576,新竹縣,2015/01/19,湖口,3.4,0.37,47.7,71.0,31,11,0.98,10.32,7.85,16.28,55.97
1577,新竹縣,2015/01/18,竹東,1.6,0.41,32.0,46.0,27,13,1.8,11.27,2.21,15.53,68.64
1578,新竹縣,2015/01/18,湖口,1.9,0.32,37.8,43.0,18,8,0.85,7.49,5.7,16.57,63.84
1579,新竹縣,2015/01/17,竹東,3.4,0.45,45.9,85.0,53,8,0.58,7.33,5.09,14.9,60.33
1580,新竹縣,2015/01/17,湖口,5.0,0.5,41.0,92.0,54,12,1.55,10.86,7.43,15.58,57.92
1581,新竹縣,2015/01/16,竹東,2.2,0.39,24.3,42.0,21,18,3.99,13.52,1.55,15.67,77.79
1582,新竹縣,2015/01/16,湖口,2.5,0.3,38.2,43.0,17,11,1.66,9.28,4.49,16.64,71.59
1583,新竹縣,2015/01/15,竹東,2.2,0.36,25.9,30.0,16,13,1.52,11.17,2.53,14.98,72.45
1584,新竹縣,2015/01/15,湖口,1.9,0.31,30.9,37.0,13,12,2.25,9.85,5.76,15.95,67.41
1585,新竹縣,2015/01/14,竹東,2.3,0.31,29.3,21.0,8,13,1.9,11.59,1.91,15.77,84.79
1586,新竹縣,2015/01/14,湖口,1.0,0.28,34.1,22.0,6,12,3.04,8.57,3.8,15.84,79.23
1587,新竹縣,2015/01/13,竹東,4.0,0.42,36.7,45.0,23,16,1.81,14.28,1.4,18.98,72.03
1588,新竹縣,2015/01/13,湖口,4.9,0.39,45.8,43.0,17,16,3.01,13.26,2.97,20.0,66.19
1589,新竹縣,2015/01/12,竹東,2.1,0.33,51.7,28.0,11,9,1.39,7.77,3.0,19.1,56.24
1590,新竹縣,2015/01/12,湖口,3.4,0.36,52.1,48.0,20,9,0.68,8.51,8.98,18.5,61.25
1591,新竹縣,2015/01/11,竹東,2.9,0.43,36.2,37.0,18,14,2.15,12.01,1.72,16.51,66.35
1592,新竹縣,2015/01/11,湖口,3.4,0.36,50.7,56.0,26,8,0.76,7.02,7.18,17.86,59.61
1593,新竹縣,2015/01/10,竹東,1.7,0.37,28.0,34.0,16,14,1.36,12.93,1.77,15.8,65.19
1594,新竹縣,2015/01/10,湖口,3.7,0.27,38.2,35.0,14,12,1.68,10.3,6.06,17.12,58.28
1595,新竹縣,2015/01/09,竹東,2.6,0.43,24.0,46.0,21,17,2.79,13.76,1.89,14.01,67.27
1596,新竹縣,2015/01/09,湖口,2.8,0.3,38.8,42.0,17,9,1.52,7.86,5.81,15.9,59.33
1597,新竹縣,2015/01/08,竹東,4.2,0.42,33.4,69.0,35,13,1.23,12.21,3.47,12.86,63.24
1598,新竹縣,2015/01/08,湖口,4.2,0.39,34.2,69.0,35,11,1.91,9.19,6.74,13.64,58.52
1599,新竹縣,2015/01/07,竹東,1.6,0.45,33.8,29.0,16,12,1.22,11.16,3.5,15.44,80.18
1600,新竹縣,2015/01/07,湖口,2.2,0.42,36.8,34.0,13,10,2.42,7.93,6.58,15.17,76.22
1601,新竹縣,2015/01/06,竹東,4.4,0.57,28.2,52.0,31,23,4.1,18.87,1.9,20.39,71.27
1602,新竹縣,2015/01/06,湖口,4.4,0.57,26.2,65.0,37,40,16.71,23.62,3.42,20.47,70.84
1603,新竹縣,2015/01/05,竹東,4.0,0.77,18.6,61.0,37,35,7.83,27.62,1.7,18.52,69.36
1604,新竹縣,2015/01/05,湖口,4.0,0.67,18.1,76.0,45,44,15.77,28.59,1.44,18.53,74.3
1605,新竹縣,2015/01/04,竹東,2.9,0.63,26.2,67.0,45,21,3.13,17.68,1.4,16.53,74.35
1606,新竹縣,2015/01/04,湖口,3.9,0.54,30.4,73.0,43,26,4.38,21.22,1.5,17.15,72.1
1607,新竹縣,2015/01/03,竹東,3.3,0.68,24.3,56.0,30,27,4.64,22.76,1.34,15.01,69.23
1608,新竹縣,2015/01/03,湖口,2.5,0.39,32.9,46.0,21,21,2.5,18.34,2.61,16.63,59.96
1609,新竹縣,2015/01/02,竹東,1.7,0.39,27.8,36.0,15,16,2.55,13.32,1.69,13.29,61.6
1610,新竹縣,2015/01/02,湖口,1.9,0.25,36.5,38.0,14,10,1.56,8.4,6.09,14.36,56.61
1611,新竹縣,2015/01/01,竹東,4.8,0.43,43.0,83.0,36,10,1.92,7.9,4.83,13.47,57.43
1612,新竹縣,2015/01/01,湖口,4.7,0.43,38.5,87.0,35,10,0.8,8.77,7.14,13.83,57.14
1613,苗栗縣,2015/01/31,苗栗,3.4,0.53,26.3,34.0,22,16,2.34,13.65,4.11,14.17,75.14
1614,苗栗縣,2015/01/31,頭份,2.4,0.49,31.5,38.0,21,12,1.61,10.71,3.38,14.31,74.73
1615,苗栗縣,2015/01/31,三義,1.4,0.4,29.6,29.0,14,10,1.97,8.5,6.07,12.38,86.76
1616,苗栗縣,2015/01/30,苗栗,3.1,0.3,24.8,31.0,13,15,2.11,12.62,4.14,15.17,82.57
1617,苗栗縣,2015/01/30,頭份,1.9,0.25,29.9,37.0,11,11,1.9,9.19,3.37,15.43,80.13
1618,苗栗縣,2015/01/30,三義,0.7,0.23,23.9,21.0,7,12,1.3,10.44,5.79,13.31,94.48
1619,苗栗縣,2015/01/29,苗栗,3.8,0.35,25.2,36.0,15,18,2.94,15.45,2.3,16.74,80.91
1620,苗栗縣,2015/01/29,頭份,3.0,0.28,28.1,37.0,12,17,2.46,14.68,2.34,17.13,80.0
1621,苗栗縣,2015/01/29,三義,2.0,0.25,26.0,28.0,11,12,1.94,9.87,3.45,15.13,89.52
1622,苗栗縣,2015/01/28,苗栗,3.3,0.47,30.2,21.0,13,15,2.15,12.52,3.68,16.64,70.83
1623,苗栗縣,2015/01/28,頭份,2.0,0.36,33.9,28.0,13,15,1.98,12.57,3.5,16.7,71.23
1624,苗栗縣,2015/01/28,三義,0.8,0.32,34.0,18.0,8,8,1.54,6.39,4.92,14.43,84.02
1625,苗栗縣,2015/01/27,苗栗,5.0,0.53,26.9,50.0,39,24,3.43,21.02,3.01,17.24,85.21
1626,苗栗縣,2015/01/27,頭份,2.5,0.47,37.3,52.0,31,17,1.85,14.75,2.77,17.63,82.6
1627,苗栗縣,2015/01/27,三義,1.4,0.4,29.1,37.0,22,15,1.76,13.68,3.69,15.43,93.95
1628,苗栗縣,2015/01/26,苗栗,5.0,0.55,15.5,67.0,47,31,4.53,26.09,1.48,17.62,81.13
1629,苗栗縣,2015/01/26,頭份,4.0,0.51,19.0,69.0,42,32,6.34,25.58,1.61,18.29,78.55
1630,苗栗縣,2015/01/26,三義,2.7,0.36,25.3,63.0,38,18,1.32,16.39,3.11,16.28,87.74
1631,苗栗縣,2015/01/25,苗栗,4.6,0.5,28.0,66.0,46,25,3.21,22.1,1.53,17.32,72.52
