序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","風速 WIND_SPEED (m/sec)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
2052,嘉義縣,2014/01/13,朴子,2.9,0.34,-,36.3,109,34,10.14,1.16,8.97,3.78,16.65,72.89
2053,嘉義縣,2014/01/13,新港,2.2,0.38,-,35.5,73,35,9.53,1.44,8.09,4.54,16.32,75.3
2054,嘉義縣,2014/01/12,朴子,2.2,0.27,-,31.6,88,38,11.19,1.83,9.36,2.8,18.02,79.7
2055,嘉義縣,2014/01/12,新港,2.3,0.35,-,28.2,83,40,13.45,1.95,11.5,3.27,17.77,80.95
2056,嘉義縣,2014/01/11,朴子,3.5,0.41,-,28.0,90,42,23.48,7.12,16.35,1.5,17.66,77.18
2057,嘉義縣,2014/01/11,新港,4.2,0.45,-,25.8,86,44,26.96,10.22,16.74,1.78,16.89,80.59
2058,嘉義縣,2014/01/10,朴子,3.0,0.31,-,29.8,75,26,13.92,1.38,12.5,2.3,16.63,71.24
2059,嘉義縣,2014/01/10,新港,3.9,0.33,-,26.8,61,29,16.03,1.86,14.17,2.55,16.26,73.58
2060,嘉義縣,2014/01/09,朴子,3.8,0.37,-,31.8,114,32,14.34,1.62,12.72,3.63,15.89,65.42
2061,嘉義縣,2014/01/09,新港,2.8,0.38,-,31.4,66,31,13.71,2.48,11.23,4.41,15.32,69.49
2062,嘉義縣,2014/01/08,朴子,5.6,0.53,-,29.8,126,71,28.44,6.48,21.96,2.13,19.76,72.18
2063,嘉義縣,2014/01/08,新港,5.9,0.57,-,28.2,103,63,30.86,11.27,19.59,2.7,19.43,74.74
2064,嘉義縣,2014/01/07,朴子,4.1,0.54,-,30.4,124,64,31.24,8.82,22.42,1.2,19.17,72.31
2065,嘉義縣,2014/01/07,新港,4.4,0.62,-,28.4,119,70,39.91,16.27,23.64,1.35,18.86,73.63
2066,嘉義縣,2014/01/06,朴子,4.9,0.47,-,24.7,117,60,20.83,2.17,18.66,1.9,17.08,68.3
2067,嘉義縣,2014/01/06,新港,5.0,0.53,-,21.8,106,61,-,-,-,2.1,16.5,71.23
2068,嘉義縣,2014/01/05,朴子,8.6,0.66,-,44.6,205,108,17.97,0.96,17.02,2.05,16.9,60.32
2069,嘉義縣,2014/01/05,新港,8.1,0.71,-,43.0,176,109,-,-,-,2.27,16.26,64.87
2070,嘉義縣,2014/01/04,朴子,8.5,0.67,-,39.3,200,99,23.73,1.4,22.32,2.63,18.92,66.32
2071,嘉義縣,2014/01/04,新港,7.9,0.72,-,35.7,175,100,-,-,-,3.1,18.66,69.43
2072,嘉義縣,2014/01/03,朴子,4.2,0.42,-,34.3,105,66,17.45,2.88,14.56,1.91,21.1,74.55
2073,嘉義縣,2014/01/03,新港,3.8,0.47,-,30.7,101,64,21.48,4.37,17.1,2.29,21.37,75.29
2074,嘉義縣,2014/01/02,朴子,3.0,0.44,-,36.0,104,58,17.34,2.78,14.56,1.58,19.28,72.54
2075,嘉義縣,2014/01/02,新港,3.5,0.52,-,31.3,101,64,24.7,6.75,17.95,1.71,19.14,75.26
2076,嘉義縣,2014/01/01,朴子,4.1,0.43,-,35.8,94,52,17.08,2.6,14.48,1.65,17.18,71.83
2077,嘉義縣,2014/01/01,新港,4.3,0.48,-,33.9,91,63,21.71,4.6,17.11,1.97,16.9,73.43
2078,屏東縣,2014/01/31,屏東,4.0,0.74,-,55.0,95,76,22.96,1.42,21.52,1.17,21.47,63.21
2079,屏東縣,2014/01/31,潮州,5.7,0.47,-,58.6,97,69,11.36,0.99,10.35,1.45,20.28,65.45
2080,屏東縣,2014/01/31,恆春,1.4,0.14,401.88,51.3,34,17,1.71,0.82,0.89,5.11,22.34,68.81
2081,屏東縣,2014/01/30,屏東,5.6,0.84,-,64.2,108,78,24.14,1.56,22.58,1.27,21.62,62.01
2082,屏東縣,2014/01/30,潮州,4.4,0.49,-,61.1,111,78,11.74,0.76,10.95,1.43,20.57,70.99
2083,屏東縣,2014/01/30,恆春,1.4,0.12,404.14,45.7,25,11,1.08,0.74,0.31,4.17,21.33,75.09
2084,屏東縣,2014/01/29,屏東,4.0,0.69,-,51.5,94,56,24.57,1.69,22.88,1.41,20.7,64.51
2085,屏東縣,2014/01/29,潮州,4.8,0.5,-,59.5,118,74,15.45,1.21,14.24,1.54,19.51,71.36
2086,屏東縣,2014/01/29,恆春,0.9,0.13,403.59,49.2,28,14,1.27,0.39,0.86,6.0,21.25,69.88
2087,屏東縣,2014/01/28,屏東,4.1,0.63,-,46.8,92,55,25.39,2.36,23.03,1.2,19.99,67.6
2088,屏東縣,2014/01/28,潮州,5.3,0.5,-,51.3,109,63,16.48,1.61,14.87,1.39,18.88,75.0
2089,屏東縣,2014/01/28,恆春,1.1,0.15,403.99,50.5,34,18,1.52,0.72,0.77,6.53,20.85,67.17
2090,屏東縣,2014/01/27,屏東,6.6,0.79,-,37.5,125,74,28.22,2.33,25.89,1.35,18.86,68.56
2091,屏東縣,2014/01/27,潮州,3.5,0.53,-,36.1,138,78,16.85,1.61,15.23,1.49,17.74,77.5
2092,屏東縣,2014/01/27,恆春,0.6,0.18,406.69,53.9,41,23,1.36,0.3,0.98,8.07,20.13,67.21
2093,屏東縣,2014/01/26,屏東,4.1,0.51,-,44.1,68,37,19.53,1.45,18.08,1.51,20.4,53.11
2094,屏東縣,2014/01/26,潮州,3.4,0.35,-,41.3,68,35,15.01,1.67,13.32,1.7,19.46,62.25
2095,屏東縣,2014/01/26,恆春,1.3,0.22,406.72,54.4,38,27,2.1,0.33,1.67,7.49,20.08,72.64
2096,屏東縣,2014/01/25,屏東,3.1,0.53,-,37.5,58,32,21.2,2.26,18.93,1.4,19.75,47.39
2097,屏東縣,2014/01/25,潮州,2.3,0.32,-,40.1,69,38,12.8,1.24,11.54,1.77,18.12,58.88
2098,屏東縣,2014/01/25,恆春,1.2,0.12,403.66,46.6,19,8,1.45,0.63,0.8,5.85,20.64,64.15
2099,屏東縣,2014/01/24,屏東,4.8,0.57,-,43.8,75,43,26.14,1.95,24.18,1.36,17.22,55.07
2100,屏東縣,2014/01/24,潮州,3.9,0.35,-,45.5,77,42,14.72,1.89,12.84,1.75,15.68,65.11
2101,屏東縣,2014/01/24,恆春,1.1,0.1,404.73,48.0,20,8,1.34,0.96,0.34,5.82,19.56,55.51
2102,屏東縣,2014/01/23,屏東,4.3,0.52,-,33.6,82,43,-,-,-,1.32,16.06,57.1
2103,屏東縣,2014/01/23,潮州,4.2,0.41,-,37.1,98,52,17.35,1.75,15.6,1.62,14.46,65.75
2104,屏東縣,2014/01/23,恆春,1.1,0.11,407.81,46.7,23,10,1.36,0.31,1.0,7.36,18.08,54.18
2105,屏東縣,2014/01/22,屏東,3.6,0.58,-,31.2,118,61,23.93,3.34,20.58,1.02,14.72,58.28
2106,屏東縣,2014/01/22,潮州,5.0,0.52,-,34.0,153,73,20.83,2.16,18.67,1.62,13.89,67.79
2107,屏東縣,2014/01/22,恆春,1.2,0.19,410.98,47.3,41,22,1.91,0.52,1.34,9.86,16.75,63.32
2108,屏東縣,2014/01/21,屏東,3.2,0.58,-,28.4,114,57,18.84,1.73,17.1,1.07,16.02,62.74
2109,屏東縣,2014/01/21,潮州,3.7,0.5,-,27.7,121,63,20.02,2.77,17.25,1.49,15.46,68.99
2110,屏東縣,2014/01/21,恆春,2.6,0.36,415.57,45.3,51,34,3.74,0.57,3.13,9.66,17.4,74.17
2111,屏東縣,2014/01/20,屏東,2.2,0.5,-,38.8,80,-,16.83,2.68,14.14,1.75,17.66,59.11
2112,屏東縣,2014/01/20,潮州,3.6,0.38,-,35.4,88,52,-,-,-,1.97,16.65,64.74
2113,屏東縣,2014/01/20,恆春,1.3,0.14,404.21,45.8,29,15,2.63,1.2,1.43,4.63,19.39,62.02
2114,屏東縣,2014/01/19,屏東,4.3,0.62,-,43.2,132,102,16.97,2.01,14.96,1.35,15.96,61.55
2115,屏東縣,2014/01/19,潮州,5.4,0.56,-,40.1,147,90,-,-,-,1.71,15.53,67.57
2116,屏東縣,2014/01/19,恆春,2.1,0.24,409.57,53.7,51,32,2.4,0.7,1.68,7.73,18.36,54.83
2117,屏東縣,2014/01/18,屏東,3.5,0.54,-,38.7,114,59,19.08,2.06,17.02,1.38,17.6,61.68
2118,屏東縣,2014/01/18,潮州,4.6,0.5,-,36.8,122,65,-,-,-,1.53,16.66,69.78
2119,屏東縣,2014/01/18,恆春,2.2,0.23,408.31,55.7,48,32,3.21,0.87,2.34,9.11,18.53,69.03
2120,屏東縣,2014/01/17,屏東,3.2,0.56,-,31.1,86,42,-,-,-,1.29,18.49,62.67
2121,屏東縣,2014/01/17,潮州,3.6,0.37,-,39.9,82,45,-,-,-,1.44,17.04,70.1
2122,屏東縣,2014/01/17,恆春,1.4,0.14,403.14,47.0,26,15,2.66,1.57,1.09,7.12,19.27,65.98
2123,屏東縣,2014/01/16,屏東,3.7,0.49,-,35.4,68,32,20.89,3.96,16.92,1.2,18.07,59.88
2124,屏東縣,2014/01/16,潮州,4.0,0.38,-,35.1,76,37,-,-,-,1.45,17.15,67.87
2125,屏東縣,2014/01/16,恆春,1.1,0.14,403.86,47.5,31,16,2.1,0.94,1.16,7.62,19.01,59.84
2126,屏東縣,2014/01/15,屏東,4.0,0.57,-,29.4,93,44,23.69,2.54,21.14,1.15,16.78,69.3
2127,屏東縣,2014/01/15,潮州,3.2,0.39,-,27.4,79,39,-,-,-,1.69,15.8,74.84
2128,屏東縣,2014/01/15,恆春,1.4,0.16,404.97,47.7,30,14,-,-,-,11.79,18.39,65.32
2129,屏東縣,2014/01/14,屏東,2.0,0.52,-,23.7,81,45,18.06,1.82,16.24,1.19,17.31,70.72
2130,屏東縣,2014/01/14,潮州,3.6,0.49,-,21.8,109,52,-,-,-,1.49,16.87,75.58
2131,屏東縣,2014/01/14,恆春,1.4,0.22,411.21,46.7,24,12,-,-,-,9.94,20.3,69.73
2132,屏東縣,2014/01/13,屏東,2.5,0.49,-,29.0,73,42,16.95,2.75,14.2,1.18,18.63,70.6
2133,屏東縣,2014/01/13,潮州,3.1,0.42,-,29.1,94,51,-,-,-,1.57,18.16,75.81
2134,屏東縣,2014/01/13,恆春,1.0,0.22,412.38,46.6,24,14,5.31,2.95,2.37,8.84,19.87,77.49
2135,屏東縣,2014/01/12,屏東,2.3,0.46,-,34.2,87,51,15.32,1.79,13.53,1.36,19.93,70.66
2136,屏東縣,2014/01/12,潮州,3.2,0.42,-,33.6,104,64,-,-,-,1.52,19.75,71.95
2137,屏東縣,2014/01/12,恆春,1.2,0.11,407.74,42.7,22,9,4.82,2.45,2.37,4.41,19.94,78.24
2138,屏東縣,2014/01/11,屏東,4.0,0.54,-,37.1,78,45,21.29,3.11,18.17,1.24,19.02,71.27
2139,屏東縣,2014/01/11,潮州,3.9,0.4,-,35.2,96,50,-,-,-,1.35,18.26,76.75
2140,屏東縣,2014/01/11,恆春,1.0,0.15,408.23,45.4,19,10,4.03,1.27,2.75,6.23,18.58,85.39
2141,屏東縣,2014/01/10,屏東,3.8,0.57,-,28.1,88,43,23.03,3.26,19.77,1.19,18.09,68.65
2142,屏東縣,2014/01/10,潮州,3.2,0.5,-,29.7,105,53,-,-,-,1.36,17.42,74.64
2143,屏東縣,2014/01/10,恆春,1.1,0.2,412.16,45.5,21,11,5.08,3.35,1.73,9.56,19.5,73.86
2144,屏東縣,2014/01/09,屏東,5.0,0.63,-,27.5,80,52,23.14,1.7,21.44,1.28,18.72,69.79
2145,屏東縣,2014/01/09,潮州,4.0,0.54,-,26.3,110,60,-,-,-,1.58,18.15,76.78
2146,屏東縣,2014/01/09,恆春,1.1,0.31,417.17,47.1,24,14,5.66,2.96,2.7,10.74,20.04,72.81
2147,屏東縣,2014/01/08,屏東,4.3,0.55,-,37.1,81,52,18.41,1.76,16.63,1.52,21.61,64.43
2148,屏東縣,2014/01/08,潮州,3.7,0.36,-,36.4,87,56,-,-,-,1.7,20.79,70.53
2149,屏東縣,2014/01/08,恆春,2.7,0.14,407.08,49.3,35,19,-,-,-,4.62,22.11,73.78
2150,屏東縣,2014/01/07,屏東,5.5,0.84,-,43.5,115,79,27.08,1.3,25.78,1.25,20.61,61.72
2151,屏東縣,2014/01/07,潮州,6.5,0.58,-,48.1,127,87,-,-,-,1.48,19.46,70.37
2152,屏東縣,2014/01/07,恆春,1.0,0.13,406.33,51.5,32,16,2.85,1.27,1.58,7.07,21.34,68.58
2153,屏東縣,2014/01/06,屏東,6.5,0.87,-,42.5,119,85,27.97,1.88,26.06,1.16,19.98,58.46
2154,屏東縣,2014/01/06,潮州,3.6,0.5,-,42.4,108,79,-,-,-,1.51,18.05,69.92
2155,屏東縣,2014/01/06,恆春,3.4,0.18,410.48,55.3,47,29,3.45,1.41,2.05,8.85,20.21,65.76
2156,屏東縣,2014/01/05,屏東,5.8,0.93,-,39.8,156,106,25.87,1.58,24.29,1.09,19.24,63.66
2157,屏東縣,2014/01/05,潮州,3.8,0.68,-,37.5,157,109,-,-,-,1.34,17.97,71.95
2158,屏東縣,2014/01/05,恆春,6.6,0.45,423.62,64.1,99,68,5.9,1.18,4.72,9.42,19.5,67.55
2159,屏東縣,2014/01/04,屏東,6.1,0.75,-,35.7,118,76,24.44,2.53,21.92,1.24,21.82,64.93
2160,屏東縣,2014/01/04,潮州,4.1,0.54,-,34.5,116,78,-,-,-,1.34,20.91,73.1
2161,屏東縣,2014/01/04,恆春,3.5,0.34,414.81,61.2,69,48,3.85,0.76,3.08,8.02,21.33,73.41
2162,屏東縣,2014/01/03,屏東,4.3,0.51,-,32.2,59,34,18.93,2.34,16.57,1.32,23.99,63.66
2163,屏東縣,2014/01/03,潮州,3.3,0.39,-,26.8,63,39,-,-,-,1.32,23.19,70.33
2164,屏東縣,2014/01/03,恆春,2.6,0.17,405.62,41.7,30,16,3.74,1.13,2.6,3.67,23.28,82.86
2165,屏東縣,2014/01/02,屏東,5.6,0.74,-,35.8,85,53,26.1,2.01,24.08,1.13,21.28,62.45
2166,屏東縣,2014/01/02,潮州,4.0,0.49,-,43.8,85,58,-,-,-,1.11,20.23,69.11
2167,屏東縣,2014/01/02,恆春,1.5,0.19,406.55,52.6,35,20,-,-,-,5.23,22.2,78.34
2168,屏東縣,2014/01/01,屏東,4.7,0.79,-,33.7,84,54,27.2,2.39,24.81,1.23,20.26,62.66
2169,屏東縣,2014/01/01,潮州,3.7,0.51,-,39.6,94,68,14.27,1.74,12.52,1.5,18.62,73.01
2170,屏東縣,2014/01/01,恆春,1.5,0.21,410.39,57.5,39,26,3.93,2.12,1.82,8.08,20.81,73.56
2171,臺東縣,2014/01/31,臺東,1.4,0.34,-,34.3,33,23,8.98,1.95,7.02,1.9,21.36,69.45
2172,臺東縣,2014/01/31,關山,1.6,-,-,28.7,39,19,6.97,1.45,5.52,1.1,18.46,74.99
2173,臺東縣,2014/01/30,臺東,1.5,0.39,-,29.5,28,15,8.74,1.3,7.44,1.57,21.19,73.0
2174,臺東縣,2014/01/30,關山,1.5,-,-,24.0,36,19,8.14,1.98,6.15,1.1,18.34,76.95
2175,臺東縣,2014/01/29,臺東,1.3,0.46,-,31.8,25,14,12.16,2.54,9.62,1.78,20.48,72.69
2176,臺東縣,2014/01/29,關山,0.8,-,-,28.7,32,15,6.66,1.74,4.92,0.97,17.25,74.92
2177,臺東縣,2014/01/28,臺東,1.5,0.35,-,36.8,32,14,8.24,2.22,6.02,2.28,20.17,66.54
2178,臺東縣,2014/01/28,關山,1.5,-,-,31.2,33,15,6.45,1.29,5.16,1.15,17.36,72.39
2179,臺東縣,2014/01/27,臺東,1.2,0.39,-,43.3,45,22,9.65,2.41,7.25,2.33,19.46,66.16
2180,臺東縣,2014/01/27,關山,1.5,-,-,40.3,45,23,7.14,1.22,5.92,1.69,16.72,71.41
2181,臺東縣,2014/01/26,臺東,1.8,0.36,-,41.8,54,30,7.07,1.66,5.4,2.37,19.16,70.4
2182,臺東縣,2014/01/26,關山,2.0,-,-,36.2,49,29,7.05,1.15,5.91,1.76,16.15,77.43
2183,臺東縣,2014/01/25,臺東,1.6,0.29,-,32.5,21,9,7.98,2.37,5.61,1.97,19.9,61.24
2184,臺東縣,2014/01/25,關山,1.5,-,-,28.1,23,8,5.4,0.63,4.77,1.06,16.26,71.51
2185,臺東縣,2014/01/24,臺東,0.8,0.3,-,33.2,36,9,8.83,2.54,6.29,2.3,18.41,54.3
2186,臺東縣,2014/01/24,關山,1.5,-,-,29.2,40,10,6.2,1.06,5.12,1.19,14.85,63.45
2187,臺東縣,2014/01/23,臺東,1.1,0.32,-,33.1,29,12,8.52,2.67,5.85,2.32,16.54,51.52
2188,臺東縣,2014/01/23,關山,1.1,-,-,29.0,29,12,6.21,1.24,4.97,1.27,12.99,61.62
2189,臺東縣,2014/01/22,臺東,1.6,0.35,-,36.8,51,20,8.73,2.54,6.19,2.42,15.42,55.11
2190,臺東縣,2014/01/22,關山,2.0,-,-,35.0,50,20,7.79,1.19,6.59,2.32,12.02,64.25
2191,臺東縣,2014/01/21,臺東,2.7,0.57,-,33.9,85,34,10.76,2.55,8.21,2.18,16.22,69.5
2192,臺東縣,2014/01/21,關山,3.2,-,-,34.4,75,37,8.96,0.93,8.01,2.63,13.01,78.78
2193,臺東縣,2014/01/20,臺東,1.0,0.37,-,33.4,46,16,9.06,2.13,6.92,1.97,18.8,54.12
2194,臺東縣,2014/01/20,關山,1.8,-,-,29.5,62,16,6.59,1.41,5.19,1.17,15.1,67.33
2195,臺東縣,2014/01/19,臺東,2.2,0.4,-,43.4,66,35,7.95,1.78,6.17,2.36,17.16,49.32
2196,臺東縣,2014/01/19,關山,2.1,-,-,40.3,57,35,5.55,0.49,5.01,1.8,13.89,58.03
2197,臺東縣,2014/01/18,臺東,2.5,0.36,-,45.3,65,32,6.96,1.89,5.07,2.56,17.81,61.79
2198,臺東縣,2014/01/18,關山,2.0,-,-,41.2,61,31,7.39,1.18,6.22,2.28,14.37,69.76
2199,臺東縣,2014/01/17,臺東,1.5,0.32,-,34.3,29,15,9.11,2.57,6.54,2.31,18.45,63.28
2200,臺東縣,2014/01/17,關山,1.9,-,-,30.1,28,14,7.14,1.64,5.51,1.32,15.23,70.6
2201,臺東縣,2014/01/16,臺東,2.1,0.3,-,33.0,35,14,7.86,2.31,5.55,2.52,18.09,56.12
2202,臺東縣,2014/01/16,關山,2.0,-,-,27.9,33,14,7.56,2.16,5.4,1.61,14.33,66.89
2203,臺東縣,2014/01/15,臺東,1.1,0.26,-,39.2,64,12,5.56,1.87,3.67,2.68,19.4,54.27
2204,臺東縣,2014/01/15,關山,1.1,-,-,37.9,45,11,4.93,1.2,3.73,2.84,14.64,65.88
2205,臺東縣,2014/01/14,臺東,1.8,0.36,-,36.0,47,10,6.42,1.8,4.62,2.92,20.47,64.94
2206,臺東縣,2014/01/14,關山,1.3,-,-,29.7,107,9,6.11,1.58,4.53,2.76,15.39,77.98
2207,臺東縣,2014/01/13,臺東,0.5,0.4,-,36.5,31,12,7.06,1.93,5.13,2.49,20.88,69.96
2208,臺東縣,2014/01/13,關山,0.7,-,-,35.6,29,10,5.81,1.37,4.45,2.35,16.66,81.07
2209,臺東縣,2014/01/12,臺東,0.6,0.28,-,32.1,15,7,6.45,2.29,4.15,1.63,22.21,71.53
2210,臺東縣,2014/01/12,關山,1.4,-,-,25.6,17,5,4.74,1.3,3.44,1.23,17.75,82.25
2211,臺東縣,2014/01/11,臺東,1.1,0.34,-,30.8,17,9,8.89,2.12,6.76,1.73,20.43,72.27
2212,臺東縣,2014/01/11,關山,1.1,-,-,24.4,17,7,5.92,1.86,4.06,1.23,16.29,83.14
2213,臺東縣,2014/01/10,臺東,1.3,0.36,-,34.3,22,9,8.06,2.34,5.73,2.35,20.0,65.25
2214,臺東縣,2014/01/10,關山,0.9,-,-,29.9,22,10,6.73,1.31,5.41,1.78,15.59,75.51
2215,臺東縣,2014/01/09,臺東,0.5,0.53,-,33.5,37,10,9.22,1.75,7.47,2.02,20.18,66.56
2216,臺東縣,2014/01/09,關山,1.5,-,-,33.7,25,9,7.06,1.12,5.94,2.35,15.04,80.99
2217,臺東縣,2014/01/08,臺東,1.0,0.34,-,34.6,25,16,6.75,1.53,5.22,1.8,23.84,63.66
2218,臺東縣,2014/01/08,關山,1.5,-,-,27.2,30,14,7.1,1.22,5.85,1.39,18.57,76.99
2219,臺東縣,2014/01/07,臺東,1.4,0.41,-,32.0,35,21,9.92,2.03,7.89,1.44,19.94,68.76
2220,臺東縣,2014/01/07,關山,1.5,-,-,25.4,37,19,8.03,1.34,6.7,1.16,16.38,77.7
2221,臺東縣,2014/01/06,臺東,3.0,0.42,-,41.3,55,32,9.75,2.13,7.62,2.01,18.97,64.63
2222,臺東縣,2014/01/06,關山,2.0,-,-,31.3,59,36,9.22,1.63,7.58,1.04,15.28,74.45
2223,臺東縣,2014/01/05,臺東,5.8,0.62,-,52.3,111,71,10.91,1.53,9.39,2.27,18.51,62.8
2224,臺東縣,2014/01/05,關山,5.2,-,-,42.2,111,73,9.77,0.77,8.99,1.4,14.85,73.46
2225,臺東縣,2014/01/04,臺東,3.0,0.53,-,46.7,71,48,11.53,1.57,9.96,1.84,20.23,70.07
2226,臺東縣,2014/01/04,關山,3.0,-,-,45.4,80,50,8.72,0.59,8.09,2.02,16.69,79.4
2227,臺東縣,2014/01/03,臺東,1.9,0.35,-,28.6,25,14,7.62,1.87,5.75,1.54,22.95,77.31
2228,臺東縣,2014/01/03,關山,1.0,-,-,18.6,29,13,8.47,1.49,6.96,1.01,19.0,86.02
2229,臺東縣,2014/01/02,臺東,1.5,0.51,-,32.6,37,23,11.22,2.14,9.09,1.43,21.76,71.95
2230,臺東縣,2014/01/02,關山,1.2,-,-,26.4,35,19,6.56,1.39,5.17,1.05,18.54,78.12
2231,臺東縣,2014/01/01,臺東,2.0,0.38,-,46.4,41,25,8.45,1.77,6.68,2.13,20.0,73.29
2232,臺東縣,2014/01/01,關山,1.8,-,-,29.7,42,27,7.4,1.72,5.69,1.05,15.99,84.34
2233,花蓮縣,2014/01/31,花蓮,1.5,0.33,-,32.0,36,37,9.82,1.24,8.57,2.43,20.98,66.78
2234,花蓮縣,2014/01/30,花蓮,1.4,0.37,-,29.4,36,34,11.18,1.38,9.8,2.6,21.05,66.36
2235,花蓮縣,2014/01/29,花蓮,2.3,0.39,-,28.3,29,23,13.05,2.21,10.84,1.91,20.28,69.24
2236,花蓮縣,2014/01/28,花蓮,2.3,0.45,-,24.3,33,25,15.82,2.94,12.88,1.98,19.4,65.35
2237,花蓮縣,2014/01/27,花蓮,1.9,0.49,-,30.1,46,30,17.82,3.05,14.77,2.29,18.92,66.73
2238,花蓮縣,2014/01/26,花蓮,1.8,0.41,-,34.8,57,43,12.47,1.35,11.11,2.43,18.35,65.22
2239,花蓮縣,2014/01/25,花蓮,1.8,0.29,-,29.8,22,16,11.02,1.83,9.19,2.08,19.5,56.74
2240,花蓮縣,2014/01/24,花蓮,1.2,0.27,-,29.0,19,14,9.44,1.93,7.49,2.87,18.6,51.98
2241,花蓮縣,2014/01/23,花蓮,1.6,0.33,-,26.0,22,17,12.75,2.22,10.51,1.91,15.71,53.6
2242,花蓮縣,2014/01/22,花蓮,1.9,0.49,-,23.5,47,26,21.29,4.19,17.09,2.11,14.6,53.55
2243,花蓮縣,2014/01/21,花蓮,4.7,0.53,-,35.4,84,47,14.85,1.64,13.2,4.46,15.91,58.85
2244,花蓮縣,2014/01/20,花蓮,1.6,0.38,-,32.3,35,25,11.74,1.95,9.76,2.61,18.07,56.12
2245,花蓮縣,2014/01/19,花蓮,2.7,0.41,-,35.1,53,41,11.61,1.13,10.45,2.21,17.24,51.48
2246,花蓮縣,2014/01/18,花蓮,3.3,0.45,-,38.4,76,49,15.95,1.32,14.61,3.15,17.28,55.29
2247,花蓮縣,2014/01/17,花蓮,1.2,0.38,-,27.1,28,21,15.79,2.6,13.19,2.31,18.28,61.24
2248,花蓮縣,2014/01/16,花蓮,2.0,0.47,-,21.8,34,24,20.16,5.24,14.92,2.03,16.9,58.61
2249,花蓮縣,2014/01/15,花蓮,1.3,0.33,-,34.4,34,20,13.57,1.97,11.59,3.64,17.53,52.83
2250,花蓮縣,2014/01/14,花蓮,1.6,0.38,-,28.5,19,15,10.21,1.67,8.53,3.58,18.19,69.29
2251,花蓮縣,2014/01/13,花蓮,1.6,0.45,-,29.9,23,18,14.72,2.26,12.46,2.94,19.54,70.15
2252,花蓮縣,2014/01/12,花蓮,1.0,0.28,-,28.5,18,16,8.58,1.76,6.82,2.61,19.73,73.92
2253,花蓮縣,2014/01/11,花蓮,1.4,0.41,-,20.8,15,18,15.6,3.64,11.96,2.05,17.93,82.5
2254,花蓮縣,2014/01/10,花蓮,1.9,0.54,-,21.0,17,18,20.47,5.62,14.85,2.21,17.05,80.52
2255,花蓮縣,2014/01/09,花蓮,1.9,0.55,-,25.6,20,18,16.88,3.03,13.85,2.53,16.71,78.37
2256,花蓮縣,2014/01/08,花蓮,1.7,0.32,-,31.3,27,24,8.39,1.67,6.71,3.67,20.6,72.52
2257,花蓮縣,2014/01/07,花蓮,2.3,0.42,-,26.5,36,28,14.11,2.34,11.77,2.64,20.16,68.34
2258,花蓮縣,2014/01/06,花蓮,2.7,0.52,-,27.6,59,44,17.3,3.12,14.18,1.75,18.21,64.79
2259,花蓮縣,2014/01/05,花蓮,7.8,0.63,-,44.3,107,75,18.41,1.78,16.63,2.21,18.36,56.61
2260,花蓮縣,2014/01/04,花蓮,4.8,0.6,-,47.3,100,67,18.84,3.66,15.17,2.9,20.1,60.31
2261,花蓮縣,2014/01/03,花蓮,2.5,0.41,-,30.6,37,30,14.41,2.7,11.71,2.21,22.13,72.32
2262,花蓮縣,2014/01/02,花蓮,1.9,0.51,-,26.2,40,30,16.56,3.91,12.66,2.68,21.02,68.97
2263,花蓮縣,2014/01/01,花蓮,1.7,0.54,-,24.8,46,36,16.7,2.33,14.37,1.74,19.15,74.12
2264,澎湖縣,2014/01/31,馬公,2.3,0.31,-,46.6,45,35,8.14,1.31,6.82,1.98,19.93,77.88
2265,澎湖縣,2014/01/30,馬公,0.7,0.3,-,48.5,48,33,6.21,0.82,5.38,1.74,19.57,77.18
2266,澎湖縣,2014/01/29,馬公,2.2,0.26,-,45.5,43,22,6.22,1.05,5.17,2.95,18.89,74.77
2267,澎湖縣,2014/01/28,馬公,2.0,0.2,-,44.9,39,17,4.72,1.05,3.67,3.49,18.41,73.62
2268,澎湖縣,2014/01/27,馬公,1.8,0.16,-,43.3,46,15,3.85,1.01,2.84,6.16,16.79,71.08
2269,澎湖縣,2014/01/26,馬公,1.8,0.32,-,48.9,79,47,5.36,0.85,4.51,6.44,18.0,70.83
2270,澎湖縣,2014/01/25,馬公,2.0,0.19,-,49.3,28,14,5.66,1.0,4.67,2.69,19.48,58.1
2271,澎湖縣,2014/01/24,馬公,0.7,0.22,-,44.7,34,17,6.91,1.39,5.52,2.37,16.25,68.47
2272,澎湖縣,2014/01/23,馬公,1.0,0.19,-,44.0,39,19,4.77,1.27,3.51,4.42,14.49,72.18
2273,澎湖縣,2014/01/22,馬公,2.5,0.21,-,44.0,53,21,4.93,1.16,3.76,7.93,12.6,60.24
2274,澎湖縣,2014/01/21,馬公,5.2,0.44,-,47.3,127,56,8.19,0.99,7.21,8.77,14.25,58.57
